date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:00:18	2387/2387	---M--	200	added ('OK')	image/gif	etag:%22953-543542a56102d%22	https://mensa-france.net/wp-content/uploads/2016/12/t16.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t16.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:18	2416/2416	---M--	200	added ('OK')	image/gif	etag:%22970-543542a3d580d%22	https://mensa-france.net/wp-content/uploads/2016/12/t17.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t17.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:19	2253/2253	---M--	200	added ('OK')	image/gif	etag:%228cd-543542a28f935%22	https://mensa-france.net/wp-content/uploads/2016/12/t18.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t18.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:19	21195/21195	---M--	200	added ('OK')	image/jpeg	etag:%2252cb-543fd4cd6a1bf%22	https://mensa-france.net/wp-content/uploads/2016/12/texemple.jpg	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/texemple.jpg	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:19	1411/1411	---M--	200	added ('OK')	image/gif	etag:%22583-543fd26afa5db%22	https://mensa-france.net/wp-content/uploads/2016/12/t29.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t29.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:19	2239/2239	---M--	200	added ('OK')	image/gif	etag:%228bf-543fd26c0dc1b%22	https://mensa-france.net/wp-content/uploads/2016/12/t30.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t30.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:19	1396/1396	---M--	200	added ('OK')	image/gif	etag:%22574-543fd26d55e1b%22	https://mensa-france.net/wp-content/uploads/2016/12/t31.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t31.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:20	1533/1533	---M--	200	added ('OK')	image/gif	etag:%225fd-543fd26e5f81b%22	https://mensa-france.net/wp-content/uploads/2016/12/t32.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t32.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:20	1747/1747	---M--	200	added ('OK')	image/gif	etag:%226d3-543fd26f78063%22	https://mensa-france.net/wp-content/uploads/2016/12/t33.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t33.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:20	1987/1987	---M--	200	added ('OK')	image/gif	etag:%227c3-543fd270a1e04%22	https://mensa-france.net/wp-content/uploads/2016/12/t34.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t34.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:20	1666/1666	---M--	200	added ('OK')	image/gif	etag:%22682-543fd271cc75c%22	https://mensa-france.net/wp-content/uploads/2016/12/t35.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t35.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:21	2017/2017	---M--	200	added ('OK')	image/gif	etag:%227e1-543fd27314574%22	https://mensa-france.net/wp-content/uploads/2016/12/t36.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t36.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:21	243/243	---M--	302	error ('Found')	text/html	date:Sun,%2017%20Nov%202019%2009:00:22%20GMT	http://mensa-france.net/wp-content/uploads/2016/12/t37.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t37.2d.delayed	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:21	1759/1759	---M--	200	added ('OK')	image/gif	etag:%226df-543fd2743140c%22	https://mensa-france.net/wp-content/uploads/2016/12/t37.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t37.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:21	1884/1884	---M--	200	added ('OK')	image/gif	etag:%2275c-543fd2754986c%22	https://mensa-france.net/wp-content/uploads/2016/12/t38.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t38.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:22	1794/1794	---M--	200	added ('OK')	image/gif	etag:%22702-543fd2765691c%22	https://mensa-france.net/wp-content/uploads/2016/12/t39.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t39.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:22	1896/1896	---M--	200	added ('OK')	image/gif	etag:%22768-543fd27791444%22	https://mensa-france.net/wp-content/uploads/2016/12/t40.gif	C:/code/mensa/mensa-france.net/wp-content/uploads/2016/12/t40.gif	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:22	10829/10829	---M--	200	added ('OK')	text/css	etag:%222a4d-56e7050f9575b%22	https://mensa-france.net/wp-content/plugins/quiz-master-next/templates/qmn_primary.css?ver=5.3.2	C:/code/mensa/mensa-france.net/wp-content/plugins/quiz-master-next/templates/qmn_primary9dff.css	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:23	32119/32119	---MC-	200	added ('OK')	text/css	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.10.3/themes/redmond/jquery-ui.css?ver=4.9.12	C:/code/mensa/ajax.googleapis.com/ajax/libs/jqueryui/1.10.3/themes/redmond/jquery-uid8f3.css	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:23	2445/2445	---M--	200	added ('OK')	application/javascript	etag:%2298d-55fc995b0a400%22	https://mensa-france.net/wp-content/plugins/moncompteadmin/modif-membre-javascript.js?ver=1.0	C:/code/mensa/mensa-france.net/wp-content/plugins/moncompteadmin/modif-membre-javascript5152.js	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:23	14440/14440	---M--	200	added ('OK')	application/javascript	etag:%223868-593fb6c4b2e7c%22	https://mensa-france.net/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.4	C:/code/mensa/mensa-france.net/wp-content/plugins/contact-form-7/includes/js/scripts58e0.js	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:23	1078/1078	---M--	200	added ('OK')	application/javascript	etag:%22436-524d577143400%22	https://mensa-france.net/wp-includes/js/comment-reply.min.js?ver=4.9.12	C:/code/mensa/mensa-france.net/wp-includes/js/comment-reply.mind8f3.js	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:24	1089/1089	---M--	200	added ('OK')	application/javascript	etag:%22441-56e82cc012df7%22	https://mensa-france.net/wp-content/plugins/newsletter/subscription/validate.js?ver=5.5.0	C:/code/mensa/mensa-france.net/wp-content/plugins/newsletter/subscription/validatedeba.js	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:24	1403/1403	---M--	200	added ('OK')	application/javascript	etag:%2257b-57cded77eb4bb%22	https://mensa-france.net/wp-includes/js/wp-embed.min.js?ver=4.9.12	C:/code/mensa/mensa-france.net/wp-includes/js/wp-embed.mind8f3.js	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
10:00:24	4000/4000	---M--	200	added ('OK')	application/javascript	etag:%22fa0-53907d2dff440%22	https://mensa-france.net/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/code/mensa/mensa-france.net/wp-includes/js/jquery/ui/core.mine899.js	(from https://mensa-france.net/nous-rejoindre/pre-test-sautoevaluer/)
